#Table1
objid,ra,dec,u,g,r,i,z,first_ra,first_dec,integr
1237667211601577008,180.832782611821,29.9789942206882,25.20588,23.84114,22.59318,22.64958,21.04979,0,0,0
1237667211601641490,180.925942078794,29.9446031193048,17.32532,16.26469,15.82473,15.63428,15.53869,0,0,0
1237667211601641541,180.924466413785,29.9990361483024,21.10521,19.98909,19.72373,19.61548,19.51018,0,0,0
1237667211601641542,180.925702189224,29.9972027487036,25.66659,22.83455,21.37727,20.27639,19.92381,0,0,0
1237667211601642591,180.925139878105,29.9894796436428,23.95264,23.46107,22.47443,22.3872,21.15243,0,0,0
1237667254014246963,180.924166890355,29.8677050873703,17.8316,15.47585,14.31801,14.15277,13.62436,0,0,0
1237667254014246964,180.924836682879,29.8731866566145,22.33861,21.28047,20.76721,20.58623,20.60328,0,0,0
1237667254014247181,180.83213629923,29.895822807693,22.02263,24.9032,25.09353,24.8406,22.78931,0,0,0
1237667254014247183,180.831860235763,29.919157127078,22.38556,21.15156,19.79388,19.218,18.85484,0,0,0
1237667254014247184,180.832710811083,29.9175230377555,21.57186,21.269,20.71656,20.45875,20.22681,0,0,0
1237667254014247442,180.833527346247,29.7680991873544,24.29659,23.02395,23.28706,21.79485,21.70981,0,0,0
1237667254014247444,180.833128520882,29.7694367738818,24.77876,25.43822,22.86396,22.54078,21.37558,0,0,0
1237667254014247451,180.831773538808,29.7995433589067,24.84853,23.76576,22.91287,22.13699,22.00442,0,0,0
1237667254014247453,180.832853399211,29.7826753487813,23.52279,22.9642,20.97694,19.8372,19.40087,0,0,0
1237667254014247459,180.832721910479,29.81676333417,22.10516,21.67931,21.53213,20.98814,22.67998,0,0,0
1237667254014247732,180.92399362137,29.7611534642222,23.80316,24.26104,22.9527,21.9017,21.6271,0,0,0
1237667254014247741,180.924669001118,29.7730445800346,24.11432,22.94131,22.31143,21.88311,21.52325,0,0,0
1237667254014247931,180.831539164503,29.9274713869962,25.69556,24.65279,23.49724,21.93657,22.54305,0,0,0
1237667254014247933,180.833293911203,29.8562130271136,23.62324,23.94816,22.82537,22.90516,21.97586,0,0,0
1237667254014247938,180.833474525815,29.8944265292816,24.54281,23.78647,22.73911,22.61197,22.13746,0,0,0
1237667254014248077,180.924270823222,29.9153526264569,24.7482,23.20278,22.29666,20.96008,20.49163,0,0,0
1237667254014248078,180.924265414167,29.9221942852045,23.09498,23.4403,22.38887,22.08135,21.0712,0,0,0
1237667254014248149,180.83328061997,29.7576866617732,25.4195,26.01455,21.40451,20.20378,19.27875,0,0,0
1237667254014248150,180.833014403786,29.8041871250516,22.81166,23.00535,21.63632,21.04963,20.43712,0,0,0
1237667254014248152,180.833010101171,29.8413201413108,25.1193,24.10195,24.0605,22.34436,21.02825,0,0,0
1237667254014248251,180.831958028278,29.8452313028991,26.18181,24.24567,22.67423,22.2193,21.88855,0,0,0
1237667211601576111,180.845706640365,29.9985731766916,20.6023,18.74792,17.77462,17.27704,16.84232,0,0,0
1237667211601576112,180.847131450011,29.9957171549786,23.46105,22.73444,21.31475,21.07216,20.84583,0,0,0
1237667211601576113,180.845760851926,29.9989596444072,22.42881,23.45964,24.80831,21.96395,21.89538,0,0,0
1237667211601576179,180.845665443274,29.9374494747542,22.1783,20.09829,18.56364,18.00294,17.64092,0,0,0
1237667211601576196,180.846128265161,29.9721891852586,25.42015,25.20555,23.72861,22.58507,21.47712,0,0,0
1237667211601576381,180.754921640853,29.9465409862154,24.14748,22.96782,23.38709,21.8052,22.98995,0,0,0
1237667211601576385,180.754778498321,29.998472509741,23.24368,22.74903,21.74884,21.45575,20.90223,0,0,0
1237667211601577013,180.84613125485,29.948496339652,23.86896,23.77752,22.33207,21.80152,21.26735,0,0,0
1237667211601577101,180.846187799444,29.9536637738385,25.05335,24.88396,23.47816,22.28592,23.52001,0,0,0
1237667211601641905,180.934446538982,29.9584434566543,20.93656,20.43489,19.24791,18.82179,18.43271,0,0,0
1237667211601642428,180.933643444706,29.9913483023173,25.25183,23.09468,22.0793,22.52416,21.34168,0,0,0
1237667254014181452,180.75602268896,29.8398168973974,27.64968,18.44432,16.5561,15.93002,26.0942,0,0,0
1237667254014181717,180.754306433236,29.9113075885357,21.49692,20.42854,19.77219,19.46702,19.24102,0,0,0
1237667254014182107,180.754538158712,29.782039424904,22.73928,22.02946,21.01968,20.77054,20.67298,0,0,0
1237667254014182114,180.75490683292,29.8358555529167,23.81044,22.24078,20.64887,19.86243,19.18267,0,0,0
1237667254014182116,180.755682140949,29.8347389956751,24.36689,24.65541,23.93526,22.44495,21.71037,0,0,0
1237667254014182119,180.754619279103,29.8666432177944,23.8633,22.16813,20.83598,20.3158,20.09057,0,0,0
1237667254014182120,180.754890410375,29.869185544929,23.27521,22.8359,21.66754,20.88699,20.35262,0,0,0
1237667254014182121,180.755054319404,29.8748379076258,24.22301,22.23428,21.42375,20.96149,20.13835,0,0,0
1237667254014182126,180.755885522456,29.8994801904018,22.08134,21.57076,20.37798,19.90906,19.74648,0,0,0
1237667254014182127,180.755151414055,29.9269721454844,23.33947,22.52562,21.02793,20.47016,20.12413,0,0,0
1237667254014182133,180.756286897681,29.9057161301333,23.47362,23.71363,22.37216,22.04186,21.03992,0,0,0
1237667254014182410,180.75436661232,29.75388804344,24.46281,23.61566,22.62197,21.51469,21.04011,0,0,0
1237667254014182418,180.754310402469,29.8170937144494,25.66936,23.93465,22.59863,21.48054,20.8466,0,0,0
1237667254014182577,180.754505772679,29.8097575139276,24.76069,24.01044,23.31219,22.3105,23.10634,0,0,0
1237667254014182578,180.756218109476,29.8145400358522,23.26624,23.80771,22.63399,21.77256,21.6436,0,0,0
1237667254014246971,180.933863006123,29.7587628275311,24.26602,23.77801,21.99578,20.24571,19.44196,0,0,0
1237667254014247009,180.845733266297,29.8007542800809,19.02464,18.12424,17.6715,17.35598,17.20006,0,0,0
1237667254014247012,180.847463508956,29.7998915809463,24.51011,22.58024,22.16141,22.09369,22.47302,0,0,0
1237667254014247116,180.845922915654,29.8515090468247,21.44421,19.25162,17.87853,17.37432,17.02374,0,0,0
1237667254014247143,180.933714657261,29.7901290690837,22.03769,20.33101,18.84118,17.83327,17.30667,0,0,0
1237667254014247246,180.93385462797,29.9192230339559,23.40059,23.67045,22.96297,23.17788,22.29741,0,0,0
1237667254014247488,180.846257305732,29.7897107100171,23.28675,23.39178,22.43325,21.99681,21.33768,0,0,0
1237667254014247495,180.8452837254,29.8105997432767,23.5814,22.58719,24.16363,23.15312,22.24845,0,0,0
1237667254014247496,180.846862116027,29.780323610592,25.52364,22.87155,21.62361,20.90352,20.39969,0,0,0
1237667254014247497,180.846714006327,29.7933271945532,23.09275,22.00015,21.19754,20.87692,20.5341,0,0,0
1237667254014247501,180.845483384242,29.8695581180795,24.20782,23.1054,21.67344,20.43282,19.67778,0,0,0
1237667254014247507,180.847208732892,29.8796088044011,23.67006,22.27451,21.68746,22.77776,21.8271,0,0,0
1237667254014247520,180.846177737626,29.9063819687084,24.21096,24.01959,22.46063,21.36065,20.90136,0,0,0
1237667254014247760,180.934521972426,29.7745051855503,21.99579,20.77685,20.30869,20.05626,19.99509,0,0,0
1237667254014247768,180.933653478815,29.8508276519312,22.68055,21.34392,20.0866,19.54991,19.26497,0,0,0
1237667254014247769,180.934813889574,29.8525958897329,25.06031,24.59082,23.21583,24.23779,22.8744,0,0,0
1237667254014247770,180.93457702375,29.817202253287,22.20365,22.20306,21.22298,20.81646,22.18988,0,0,0
1237667254014247773,180.934101145614,29.8748071545021,22.06382,21.54448,20.52084,19.87185,19.65718,0,0,0
1237667254014247784,180.934562422436,29.8996802032409,25.67913,22.97103,23.32861,22.82184,22.40362,0,0,0
1237667254014247786,180.933722342353,29.9253685070358,23.19322,22.55821,21.76119,21.75262,23.82542,0,0,0
1237667211601576191,180.842926877918,29.969981879857,23.51096,21.50588,19.91503,18.23828,17.26346,0,0,0
1237667211601576195,180.843011646793,29.9719646242993,24.16792,22.16714,21.85049,22.86137,23.75552,0,0,0
1237667211601576254,180.841920307024,29.9387846172681,21.39157,20.5764,19.7748,19.57848,19.14441,0,0,0
1237667211601576686,180.841999551201,29.942366083073,22.73751,21.4986,19.95883,19.41369,19.23335,0,0,0
1237667211601576694,180.841696363073,29.990387231417,22.78636,22.86412,21.28388,21.37551,20.88968,0,0,0
1237667211601576695,180.842516001435,29.9808860566615,25.20557,22.90726,22.82958,22.65624,21.45054,0,0,0
1237667211601576696,180.84193963417,29.9963119770284,24.94371,22.35298,20.81495,19.54319,18.86752,0,0,0
1237667211601576964,180.750704559722,29.9487364015299,25.53603,23.98474,21.90681,20.91163,20.36776,0,0,0
1237667211601577012,180.842286066285,29.953688167977,23.1809,23.54755,21.95899,21.23569,20.69345,0,0,0
1237667211601577100,180.841541821387,29.9554174875431,24.40807,24.9216,24.45532,22.39909,23.77641,0,0,0
1237667211601641545,180.928440527776,29.9479943550808,26.0581,22.8291,21.05546,20.22202,19.85905,0,0,0
1237667211601641547,180.928526312745,29.9494663539053,24.729,23.87785,22.88205,22.09229,21.87659,0,0,0
1237667211601641548,180.930358729156,29.9484699686102,23.65929,24.30432,22.78422,22.28942,21.09716,0,0,0
1237667211601641696,180.930187329166,29.999328627488,21.69088,20.67379,19.98088,19.63835,19.31494,0,0,0
1237667254014181589,180.751550416147,29.9173291691272,23.00647,22.35042,21.33088,22.22677,21.06888,0,0,0
1237667254014182101,180.750989486858,29.7711627261322,24.04132,22.74277,21.37643,20.6699,20.10532,0,0,0
1237667254014182110,180.751328407188,29.9023725665628,22.89305,22.04816,21.34721,20.68042,20.01202,0,0,0
1237667254014182112,180.750402124046,29.9258821323953,23.56917,21.93185,20.64646,20.14555,19.81197,0,0,0
1237667254014182404,180.750916603155,29.7982126421184,24.19738,23.30593,22.83586,22.33675,22.48989,0,0,0
1237667254014182409,180.751251012376,29.8179636458556,24.30963,23.90945,23.11796,24.41529,22.85583,0,0,0
1237667254014182417,180.751368417017,29.8703828541014,25.37979,23.44881,22.96116,22.16867,21.80332,0,0,0
1237667254014182572,180.751146369881,29.8006311153829,24.34677,23.81003,23.84901,21.90562,20.90153,0,0,0
1237667254014246970,180.930070169251,29.7571364167485,17.42529,15.28759,14.06394,13.63189,13.39481,0,0,0
1237667254014246975,180.930332012058,29.7598400589186,24.21127,25.54888,24.89779,22.54429,23.16558,0,0,0
1237667254014246978,180.928662764308,29.7978052497104,16.02235,14.84771,14.49631,14.90704,14.22302,0,0,0
1237667254014246979,180.928409130265,29.7978347750763,24.63459,25.11427,17.12093,24.36179,17.11168,0,0,0
1237667254014247104,180.841080915518,29.9231157210907,24.32403,24.54397,23.14945,21.63966,20.88556,0,0,0
1237667254014247105,180.841514574211,29.9310865514554,24.39238,22.63108,22.03667,21.97461,21.59791,0,0,0
1237667254014247198,180.841606606983,29.8910267437906,21.57816,21.53773,21.30707,21.0952,20.48161,0,0,0
1237667254014247199,180.842296391737,29.889420958339,24.03079,23.07112,22.54704,21.99088,22.6089,0,0,0
1237667254014247200,180.842669656371,29.8862557156643,22.44318,25.70355,24.87257,24.43733,23.70123,0,0,0
1237667254014247751,180.929121273352,29.8269227207169,23.26892,23.14026,21.27087,20.39387,20.109,0,0,0
1237667254014247752,180.930153990398,29.828127432268,24.8217,22.45031,23.1309,21.46328,23.55733,0,0,0
1237667254014247755,180.92967134418,29.8464961467914,22.71597,21.90175,21.5458,21.31799,21.05765,0,0,0
1237667254014247757,180.928425118583,29.9156017427615,22.77613,22.04688,21.27961,21.28719,21.23823,0,0,0
1237667254014247762,180.930210609257,29.8934012547759,25.18998,22.71057,21.98703,22.01171,22.40673,0,0,0
1237667254014247763,180.929600208015,29.9276333934073,22.38164,21.55365,20.95036,20.88363,20.38504,0,0,0
1237667254014247765,180.929378896064,29.9249120178496,23.31011,22.31339,21.71906,21.91919,20.96248,0,0,0
1237667254014247945,180.841287023234,29.7685411173977,23.7057,24.58408,23.94431,22.04571,23.32159,0,0,0
1237667254014247952,180.841512313917,29.7897618928287,25.03038,23.41609,22.53667,22.01009,21.70133,0,0,0
1237667254014247953,180.842961034004,29.7893619977725,24.2543,23.74843,22.42272,22.78941,21.93583,0,0,0
1237667254014247957,180.840975590571,29.91185838815,24.19498,23.38637,21.78229,20.95409,20.68949,0,0,0
1237667254014247959,180.842128316009,29.8843237613369,26.4757,23.28606,21.65939,21.07607,20.89242,0,0,0
1237667254014247961,180.842240728263,29.9059040371831,25.90758,22.9548,21.13134,20.11546,19.5551,0,0,0
1237667254014248075,180.929263308855,29.776144011827,22.88701,23.55892,22.07981,21.56017,20.77615,0,0,0
1237667254014248159,180.841651694924,29.8989525935904,23.62158,24.03603,23.34706,22.16447,21.55818,0,0,0
1237667211601576166,180.837243853598,29.9445893002662,22.06238,19.54827,17.97954,17.40195,16.9913,0,0,0
1237667211601576168,180.837966949939,29.9481189908938,24.40773,23.80503,22.35645,20.98733,20.12463,0,0,0
1237667211601577010,180.837389798145,29.9821841646896,26.00914,22.92281,22.01303,22.69521,23.1729,0,0,0
1237667211601577152,180.837426077906,29.9517920454011,23.46824,23.66171,22.29211,21.99487,22.51186,0,0,0
1237667211601641552,180.940862426508,29.9579396552909,20.05365,18.83659,18.28965,17.90756,17.70475,0,0,0
1237667211601641704,180.941529186933,29.982701521869,21.89602,21.723,21.09452,20.97701,20.70797,0,0,0
1237667211601641927,180.940625239846,29.9635940206681,23.71672,22.50465,21.57957,20.84197,20.52826,0,0,0
1237667211601641928,180.939710835904,29.964168332824,23.55272,23.03505,21.59064,21.25754,20.99817,0,0,0
1237667211601641931,180.941555014886,29.9514639561218,21.36718,20.27707,18.9387,18.40711,18.01212,0,0,0
1237667211601641932,180.941447707468,29.953901660648,24.9668,24.04601,22.37945,22.23168,22.86171,0,0,0
1237667254014247098,180.837858729335,29.9226619971837,21.93995,19.80102,18.48587,17.98482,17.63775,0,0,0
1237667254014247106,180.837949590064,29.921027889318,23.918,24.94831,23.2234,22.50155,23.00722,0,0,0
1237667254014247108,180.836566387511,29.9206003739268,25.90887,24.59778,23.40617,22.53135,22.3008,0,0,0
1237667254014247109,180.83821536884,29.9260478253143,23.97153,25.09724,24.35257,22.93795,22.4562,0,0,0
1237667254014247110,180.837698157444,29.9261925018437,25.31209,25.07587,23.07667,23.2473,23.13602,0,0,0
1237667254014247463,180.83620945697,29.7616461429771,23.91439,22.23773,21.2367,20.61798,20.67189,0,0,0
1237667254014247478,180.838055342054,29.890595955427,24.37822,22.02503,20.56491,19.53207,18.96194,0,0,0
1237667254014247479,180.83763926217,29.8918656415863,24.23257,23.26265,22.31374,21.95707,21.56146,0,0,0
1237667254014247779,180.939760751882,29.823851767495,25.09262,24.8053,21.82191,21.00099,20.81265,0,0,0
1237667254014247785,180.940192696629,29.7701835333018,23.70538,22.34213,20.8162,19.55946,18.95413,0,0,0
1237667254014247799,180.940962983766,29.9094154583226,23.75091,23.27628,23.71355,22.52245,22.04693,0,0,0
1237667254014247800,180.940318822138,29.8515975635106,25.13951,22.47295,21.84113,21.59905,21.94201,0,0,0
1237667254014247804,180.940672411444,29.9065294594865,24.38345,22.30312,21.20883,20.72494,20.06657,0,0,0
1237667254014247917,180.836875998092,29.7520162356319,23.83851,24.93294,23.16433,21.84787,21.01914,0,0,0
1237667254014247934,180.837618188413,29.7659531731568,24.60107,23.13534,22.42234,22.98547,22.61271,0,0,0
1237667254014247935,180.837594521579,29.7801651717163,24.82259,24.4209,22.42197,22.08912,21.97678,0,0,0
1237667254014247940,180.836354329895,29.8048433276935,25.14849,23.58142,22.91006,22.36915,22.16374,0,0,0
1237667254014247941,180.837638027634,29.805661549819,25.19996,24.58736,22.93969,23.80725,23.63161,0,0,0
1237667254014247946,180.837896903207,29.8223355791842,23.28754,23.60804,22.60417,22.11684,22.7646,0,0,0
1237667254014247948,180.836900008196,29.8966965064943,24.22066,22.729,21.40068,20.92708,20.41443,0,0,0
1237667254014247949,180.836508546716,29.9094005170782,24.81802,23.14883,22.28605,21.53409,21.99292,0,0,0
1237667254014247950,180.837891651146,29.9078989754368,24.11263,22.80971,21.43814,20.63674,20.15188,0,0,0
1237667254014248084,180.940477585951,29.8273679348535,23.46938,22.93469,22.00568,21.45664,21.22878,0,0,0
1237667254014248085,180.940989535632,29.8265685457316,24.75675,24.17941,23.58105,21.97298,22.66831,0,0,0
1237667254014248087,180.940180362312,29.9143227585706,25.74619,23.18498,21.17768,19.98736,19.27949,0,0,0
1237667254014248089,180.94099852001,29.8998086818927,24.29744,23.34361,22.418,21.21619,21.05101,0,0,0
1237667254014248153,180.837174753109,29.7707440262934,24.20187,24.55741,22.70861,21.50337,20.95552,0,0,0
1237667254014248245,180.940149436507,29.8047310359371,23.8143,25.2589,25.08165,24.59329,20.61823,0,0,0
1237667211601576180,180.844595359361,29.9374137923456,23.89551,23.60828,22.38915,21.82507,21.4588,0,0,0
1237667211601576181,180.843989145938,29.9366215533643,25.12598,23.16986,22.23733,21.58367,21.10335,0,0,0
1237667211601576193,180.843862282236,29.9710919530203,23.71332,22.16315,20.96843,20.96373,21.29653,0,0,0
1237667211601576194,180.844598372084,29.9729896302347,24.6348,23.88724,22.89103,22.27519,22.2787,0,0,0
1237667211601576382,180.754239881117,29.9753870500577,24.3214,23.19148,22.89138,22.67519,22.2525,0,0,0
1237667211601576698,180.843994999142,29.9555940398297,23.8304,23.52519,23.23774,23.16903,22.85133,0,0,0
1237667211601577067,180.752720248799,29.995913135664,23.79324,25.29426,23.3264,22.19779,22.62062,0,0,0
1237667211601577130,180.753825203357,29.9427409421857,24.29261,25.4439,24.62852,24.39152,20.42368,0,0,0
1237667211601641911,180.936380102468,29.9521176533686,25.60948,23.38947,25.27529,25.44843,21.15256,0,0,0
1237667254014181588,180.752614353796,29.9152316102159,20.86079,18.17145,16.80321,15.48203,14.807,0,0,0
1237667254014181590,180.752440127579,29.9191178387684,25.17504,23.10363,22.88518,22.12662,22.6506,0,0,0
1237667254014181718,180.753545633342,29.9093469120464,24.9672,22.58042,21.9945,24.05452,22.42965,0,0,0
1237667254014182108,180.75214316924,29.8789165836011,24.59578,22.67001,21.1345,20.11884,20.01538,0,0,0
1237667254014182111,180.752846369392,29.9028341054017,24.33712,24.88728,24.35751,22.82571,22.84255,0,0,0
1237667254014182115,180.753323144319,29.8369584308218,23.28795,22.07929,21.76258,22.20102,20.85287,0,0,0
1237667254014182117,180.75311953503,29.887028440115,23.05367,22.76157,22.20349,22.2292,21.38707,0,0,0
1237667254014182118,180.752351943619,29.9066557534304,22.48921,22.65168,21.4358,20.50567,20.18571,0,0,0
1237667254014182406,180.75208954533,29.7776933553355,23.19732,23.57465,22.35118,22.58146,22.86342,0,0,0
1237667254014182411,180.752713571938,29.813855040233,24.40406,24.7091,23.17524,23.09026,22.92822,0,0,0
1237667254014182412,180.752228769968,29.8335329881807,25.67498,26.08,22.71294,25.65469,22.90626,0,0,0
1237667254014182571,180.75223500171,29.7539008509848,25.15606,24.34573,23.0805,21.40255,21.36828,0,0,0
1237667254014182574,180.752041566339,29.8514771682296,25.47846,23.95756,22.67894,21.35175,20.61417,0,0,0
1237667254014182576,180.753836650438,29.8088477142465,23.68978,23.2976,23.17945,22.0504,22.0845,0,0,0
1237667254014247196,180.845110820684,29.7544826725962,22.5252,25.71794,24.75346,23.79405,24.07042,0,0,0
1237667254014247247,180.936035271979,29.8936461094777,22.66987,23.69465,25.55596,24.44936,24.1035,0,0,0
1237667254014247476,180.843238650191,29.7600645011533,24.90998,22.87899,21.46486,20.03957,19.40426,0,0,0
1237667254014247485,180.845038769945,29.7752786590201,21.14696,21.35978,20.9635,20.55102,20.08086,0,0,0
1237667254014247486,180.843250518595,29.7757373431874,25.12972,24.88544,23.33154,22.12804,22.95209,0,0,0
1237667254014247489,180.844677561651,29.7910518211941,23.08567,22.47012,22.06069,22.05066,21.43753,0,0,0
1237667254014247491,180.843460471851,29.8224953184347,26.19768,22.74719,23.14978,22.58009,22.30072,0,0,0
1237667254014247498,180.844259213801,29.8602618358592,25.22493,22.55317,21.05963,19.94419,19.28966,0,0,0
1237667254014247499,180.843756349586,29.9082666862417,23.41453,21.53957,21.18974,21.06734,21.34423,0,0,0
1237667254014247504,180.844500258636,29.9289446746254,22.01197,21.5833,20.01182,19.3927,19.11072,0,0,0
1237667254014247506,180.845207271141,29.8804641585654,24.52988,22.31882,21.46791,20.99649,20.97936,0,0,0
1237667254014247761,180.935335602677,29.7752326854034,24.91129,24.72324,25.72449,22.6205,22.05513,0,0,0
1237667254014247771,180.937215254087,29.8021249887642,22.42167,20.75478,20.1495,19.74551,19.74161,0,0,0
1237667254014247774,180.935205099037,29.8746154901954,23.92634,21.97332,20.93082,20.52501,20.08859,0,0,0
1237667254014247778,180.937059782049,29.824372392085,22.45237,20.21684,19.07835,18.64435,18.35535,0,0,0
1237667254014247787,180.936651996412,29.8689130310082,23.25171,22.58028,21.92089,21.56695,21.31455,0,0,0
1237667254014247788,180.937228265976,29.9156595175204,24.84152,24.03065,22.4381,21.43318,21.088,0,0,0
1237667254014247954,180.844989906443,29.7518722317171,23.57936,23.73291,22.37734,22.58665,21.53994,0,0,0
1237667254014247966,180.845120893023,29.9204063144135,25.06912,24.75439,23.00808,22.83892,22.3236,0,0,0
1237667254014248081,180.936272416094,29.860364701122,23.70682,23.95886,22.31956,22.05115,21.41696,0,0,0
1237667254014248160,180.843169196603,29.8678787252336,23.30779,23.59294,23.50814,22.01173,22.93166,0,0,0
1237667211601576170,180.835516087978,29.9461285291461,24.8341,23.71053,22.21757,21.72503,21.41921,0,0,0
1237667211601576669,180.834515136119,29.9634068877448,23.46945,21.84249,20.29709,19.75585,19.36396,0,0,0
1237667211601576673,180.834799160912,29.975754436473,24.45203,22.74465,21.32051,20.75136,20.49498,0,0,0
1237667211601577009,180.834793738012,29.9973921427421,23.96772,24.4783,22.66454,22.66767,21.44434,0,0,0
1237667211601577098,180.834801898247,29.9557248793426,24.11688,24.29535,22.8962,21.53798,21.09,0,0,0
1237667211601577151,180.835374735853,29.9847863842197,24.52802,24.21012,22.09976,23.53885,20.99219,0,0,0
1237667211601641546,180.927438559285,29.9501281735138,24.55264,22.52723,21.78693,21.43229,21.20345,0,0,0
1237667211601641670,180.927258857203,29.9808553578044,24.56402,21.63854,20.25383,18.73308,17.91213,0,0,0
1237667211601641693,180.927407521766,29.9636018150323,20.96026,20.27144,19.82114,19.57261,19.24485,0,0,0
1237667211601641694,180.927959233702,29.9734590023555,21.81067,22.46836,22.21441,21.80363,20.21084,0,0,0
1237667211601641888,180.926225903334,29.9923863156496,22.78649,23.03321,22.13128,21.37296,20.82374,0,0,0
1237667211601641889,180.926666131508,29.9864847132673,23.79922,23.03942,21.61853,21.18906,21.02011,0,0,0
1237667254014246935,180.834102344234,29.7944614839118,18.25043,16.51715,15.87297,15.64997,15.56719,0,0,0
1237667254014246972,180.928109382597,29.7547486860405,23.08557,22.36688,21.95548,21.34997,21.25503,0,0,0
1237667254014246973,180.926638246841,29.7540414243814,24.30406,24.10163,22.2995,21.66189,23.10588,0,0,0
1237667254014246974,180.927365813123,29.7533990231866,23.25941,22.36422,21.71569,21.37284,21.2281,0,0,0
1237667254014247185,180.834135068248,29.8703136833077,20.79971,19.83999,19.21609,18.87747,18.73586,0,0,0
1237667254014247461,180.834520131501,29.8078774768366,21.52876,20.70967,20.34016,20.16083,20.19201,0,0,0
1237667254014247464,180.834664191343,29.8259349780329,24.49135,22.51024,21.02679,20.40763,19.96162,0,0,0
1237667254014247465,180.834627368365,29.8603917423975,22.17599,21.74333,21.18117,20.98003,20.81008,0,0,0
1237667254014247470,180.834300343793,29.8999414058497,24.57685,21.79878,20.37264,19.83378,19.37011,0,0,0
1237667254014247471,180.835479773165,29.9014020380003,24.44858,24.98717,22.36389,21.16659,20.3512,0,0,0
1237667254014247472,180.834133042732,29.907131147213,21.95583,21.09531,19.94256,19.46107,19.12537,0,0,0
1237667254014247753,180.926836829332,29.8269899462851,21.85873,20.77264,19.81376,19.35578,19.26184,0,0,0
1237667254014247754,180.927392927393,29.8947073053145,23.14753,22.19028,21.48854,21.48298,20.89878,0,0,0
1237667254014247758,180.926564565779,29.9154837059989,23.81931,22.61301,21.85378,21.43504,22.50883,0,0,0
1237667254014247915,180.833667108579,29.7505915157889,23.36342,22.71027,21.21827,20.11065,19.55163,0,0,0
1237667254014247916,180.835695788471,29.7516265037927,25.61049,24.26212,22.56137,21.64523,22.20825,0,0,0
1237667254014247918,180.834441766078,29.7516045733806,25.35048,24.54929,24.58593,22.28887,22.02383,0,0,0
1237667254014247925,180.835536667344,29.7561092633034,24.70307,24.55428,22.58837,21.30105,20.77798,0,0,0
1237667254014247926,180.834915179071,29.7565527553872,25.06127,24.26377,22.95853,22.00045,21.71752,0,0,0
1237667254014247929,180.836005445218,29.7686944722245,22.96558,23.80815,22.11989,21.94042,22.96191,0,0,0
1237667254014247937,180.834037867424,29.8939118502452,23.0674,22.84314,21.4302,20.91351,20.71919,0,0,0
1237667254014247947,180.836023297828,29.8760841200523,23.17953,23.00623,21.84687,21.68987,21.31065,0,0,0
1237667254014248151,180.835629429485,29.7544223108969,21.72172,21.78196,21.30673,20.24346,19.7291,0,0,0
1237667254014248206,180.927328752649,29.8989433731426,25.05165,25.14791,22.70313,21.58016,21.26265,0,0,0
1237667254014248234,180.83590755809,29.7987827299847,24.29249,25.77944,24.04322,24.03385,20.83214,0,0,0
1237667211601575946,180.759013377458,29.9570115335167,24.82186,22.86385,21.39161,20.79653,20.1109,0,0,0
1237667211601575947,180.759740675448,29.9566349110205,25.03077,25.11046,23.28143,24.93518,22.30751,0,0,0
1237667211601576403,180.760366935785,29.9654136911457,23.65426,22.8688,21.85755,22.36295,21.70292,0,0,0
1237667211601576721,180.850782050154,29.9564394384976,24.52133,22.7343,22.11497,22.58401,22.15777,0,0,0
1237667211601576725,180.851058276594,29.9434125974645,25.06191,22.21272,20.67896,20.01493,19.72351,0,0,0
1237667211601576726,180.85121162247,29.9624659320286,24.27103,22.99573,22.13869,22.58823,21.67914,0,0,0
1237667211601576734,180.851443727601,29.9704473375704,21.76932,21.62758,20.94426,20.21468,19.79624,0,0,0
1237667211601577070,180.760035361226,29.9789591128179,25.8883,24.37218,24.01365,21.44582,21.18651,0,0,0
1237667211601641913,180.937501743237,29.9456101514381,21.65569,21.7151,21.41295,21.65332,20.34953,0,0,0
1237667211601641923,180.93946339285,29.9674022613127,22.65455,22.54432,21.67778,21.23914,21.09405,0,0,0
1237667211601641929,180.939027689357,29.9936304344195,23.17495,22.9101,22.118,21.63163,21.46849,0,0,0
1237667211601641933,180.939641850128,29.9967978221325,25.71051,22.79081,20.96044,20.46307,20.06045,0,0,0
1237667211601642432,180.939369018261,29.9599583153023,24.33544,23.78938,22.74353,22.53298,23.17389,0,0,0
1237667211601642527,180.938201854598,29.9624526837251,24.91407,25.18725,24.2883,21.96316,23.63165,0,0,0
1237667254014181593,180.760992010389,29.8072236020743,20.23626,18.84272,18.37066,18.25865,18.26115,0,0,0
1237667254014181642,180.760134975849,29.9198141150116,24.21687,20.80292,19.29181,18.77765,18.4279,0,0,0
1237667254014182122,180.759165341447,29.7936277228522,22.12818,21.18989,20.15519,19.74437,19.37228,0,0,0
1237667254014182134,180.759195614703,29.9138478754915,21.71763,20.6587,20.25595,19.98737,19.87901,0,0,0
1237667254014182140,180.75950067738,29.9030767998854,24.45395,22.10844,20.30774,19.49536,19.15037,0,0,0
1237667254014182143,180.760646831667,29.8982328461232,24.25435,22.71005,21.43204,21.3476,20.8758,0,0,0
1237667254014182146,180.760750904077,29.9120908985752,26.07677,24.9231,22.35082,21.29063,20.86515,0,0,0
1237667254014182147,180.760343173858,29.9115571348849,25.05378,22.86392,23.00624,22.10175,21.54675,0,0,0
